"","Name","Location","Tags","Type","Source Zone","Source Address","Source User","Source Device","Destination Zone","Destination Address","Destination Device","Application","Service","Action","Profile","Options","Target","Rule Usage Rule Usage","Rule Usage Apps Seen","Days With No New Apps","Modified","Created"
"56","az-sit-to-pt-XB62-1","azure_pci_nonprod","PCI","universal","Pci-Zone","az-pci-10.105.96.0_26","any","any","Non-Pci-Zone","corp-xb62-10.130.150.21","any","any","service-tcp-8035;service-tcp-8050;service-tcp-8061;service-tcp-8547","Allow","Profile Group: security-profile","Traffic log sent at session start, and at session end;Log Forwarding Profile setting: dotcom-qroc","any","Unused","0","-","2023-08-09 14:45:46","2022-05-20 16:34:15"
"57","az-sit-to-corp-em-gw-1","azure_pci_nonprod","PCI","universal","Non-Pci-Zone;Pci-Zone","az-sit-em-10.105.3.192_28;corp-em-10.128.178.84;hlxc00mw037_10.96.139.66_32","any","any","Non-Pci-Zone;Pci-Zone","az-sit-em-10.105.3.192_28;corp-em-10.128.178.84;hlxc00mw037_10.96.139.66_32","any","ssl","application-default","Allow","Profile Group: security-profile","Traffic log sent at session start, and at session end;Log Forwarding Profile setting: dotcom-qroc","any","Unused","0","-","2024-05-22 13:01:56","2022-05-20 16:34:15"
"58","az-pt-to-corp-int-b-1","azure_pci_nonprod","PCI","universal","Non-Pci-Zone;Pci-Zone","az-pt-10.105.102.48_28;corp-int-10.250.5.139","any","any","Non-Pci-Zone;Pci-Zone","az-pt-10.105.102.48_28;corp-int-10.250.5.139","any","ssl","application-default","Allow","Profile Group: security-profile","Traffic log sent at session start, and at session end;Log Forwarding Profile setting: dotcom-qroc","any","Unused","0","-","2023-08-09 14:45:46","2022-05-20 16:34:15"
"59","az-nit-to-corp-em-xb62-1","azure_pci_nonprod","PCI","universal","Non-Pci-Zone","corp-int-xb62-10.130.126.9","any","any","Pci-Zone","az-pt-10.105.102.48_28;az-sit-em-10.105.3.192_28","any","ssl","application-default","Allow","Profile Group: security-profile","Traffic log sent at session start, and at session end;Log Forwarding Profile setting: dotcom-qroc","any","Partially Used","0","-","2023-08-09 14:45:46","2022-05-20 16:34:15"
"60","PCI-non-pci-Embr-1","azure_pci_nonprod","PCI;NON-PCI","universal","Pci-Zone","az-pci-tools-vm-10.105.0.0_27;az-pci-tools-vm-10.105.2.0_27","any","any","Non-Pci-Zone","Pim-app-gw-10.105.8.160_27;Pim-app-gw-10.105.11.160_27","any","any","service-https","Allow","Profile Group: security-profile","Traffic log sent at session start, and at session end;Log Forwarding Profile setting: dotcom-qroc","any","Partially Used","0","-","2023-08-09 14:45:46","2022-05-20 16:34:15"
"61","wcs-lg-to-wcs-live-np-bi-1","azure_pci_nonprod","NON-PCI;PCI","universal","Non-Pci-Zone;Pci-Zone","az-pci-tools-vm-10.105.106.96_28;np-wcs-live-10.105.98.160_27","any","any","Non-Pci-Zone;Pci-Zone","az-pci-tools-vm-10.105.106.96_28;np-wcs-live-10.105.98.160_27","any","ssl","application-default","Allow","Profile Group: security-profile","Traffic log sent at session start, and at session end;Log Forwarding Profile setting: dotcom-qroc","any","Unused","0","-","2023-08-09 14:45:46","2022-05-20 16:34:15"
"62","ctx-mq-to-ft-em-app-1","azure_pci_nonprod","NON-PCI;PCI","universal","Non-Pci-Zone","corp-mq-ctx-10.99.24.18;corp-mq-ctx-10.99.24.20;corp-mq-ctx-10.141.24.20","any","any","Pci-Zone","az-pci-tools-vm-10.105.2.32_27","any","any","service-tcp-11521-11522;service-tcp-11531-11532;service-tcp-11541-11542","Allow","Profile Group: security-profile","Traffic log sent at session start, and at session end;Log Forwarding Profile setting: dotcom-qroc","any","Partially Used","0","-","2023-08-09 14:45:46","2022-05-20 16:34:15"
"63","ctx-mq-to-ft-em-app2-1","azure_pci_nonprod","NON-PCI;PCI","universal","Non-Pci-Zone","corp-mq-ctx-10.99.24.18;corp-mq-ctx-10.99.24.20;corp-mq-ctx-10.141.24.20","any","any","Pci-Zone","az-pci-tools-vm-10.105.2.0_27","any","any","service-tcp-11501-11502;service-tcp-11511-11512;service-tcp-11561-11562","Allow","Profile Group: security-profile","Traffic log sent at session start, and at session end;Log Forwarding Profile setting: dotcom-qroc","any","Partially Used","0","-","2023-08-09 14:45:46","2022-05-20 16:34:15"
"64","az-prod-pci-oms-wcs-to-corp-psg-1","azure_pci_nonprod","NON-PCI;PCI","universal","Pci-Zone","az-pci-10.105.33.0_25;az-pci-10.105.36.0_23;az-pci-10.105.38.128_26;az-prod-pci-oms-10.105.32.160_28;az-prod-pci-wcs-10.105.34.160_27;az-prod-pci-wcs-10.105.34.192_28","any","any","Non-Pci-Zone","corp-psg-10.250.255.40;corp-psg-10.250.255.45;corp-psg-10.250.255.46;corp-psg-10.250.255.47","any","ssl","application-default","Allow","Profile Group: security-profile","Traffic log sent at session start, and at session end;Log Forwarding Profile setting: dotcom-qroc","any","Unused","0","-","2023-08-09 14:45:46","2022-05-20 16:34:15"
"65","az-prod-pci-oms-wcs-to-corp-mule-1","azure_pci_nonprod","NON-PCI;PCI","universal","Pci-Zone","az-prod-pci-wcs-10.105.34.160_27","any","any","Non-Pci-Zone","corp-mule-10.250.1.57","any","any","service-tcp-38000","Allow","Profile Group: security-profile","Traffic log sent at session start, and at session end;Log Forwarding Profile setting: dotcom-qroc","any","Unused","0","-","2023-08-09 14:45:46","2022-05-20 16:34:15"
"66","az-prod-pci-em-to-corp-xb62-1","azure_pci_nonprod","NON-PCI;PCI","universal","Pci-Zone","az-pci-10.105.32.0_26","any","any","Non-Pci-Zone","corp-xb62-vip-10.130.150.22","any","any","service-tcp-8035;service-tcp-8050;service-tcp-8061;service-tcp-8547","Allow","Profile Group: security-profile","Traffic log sent at session start, and at session end;Log Forwarding Profile setting: dotcom-qroc","any","Unused","0","-","2023-08-09 14:45:46","2022-05-20 16:34:15"
"67","hht-to-az-prod-pci-sit-evm-1","azure_pci_nonprod","NON-PCI;PCI","universal","Non-Pci-Zone","hht_10.128.142.23-1;hht_10.128.142.24-1;MSHSRMNSUKC1902_10.96.136.1_32;MSHSRMNSUKC1903_10.96.136.2_32","any","any","Pci-Zone","az-sit-em-10.105.3.192_28;dotcom-sit-eun-em198-10.126.96.134;dotcom-sit-eun-em800-10.126.96.132;em-10.126.36.208_28;em-10.126.37.64_28","any","any","service-https","Allow","Profile Group: security-profile","Traffic log sent at session start, and at session end;Log Forwarding Profile setting: dotcom-qroc","any","Partially Used","0","-","2024-04-25 10:09:57","2022-05-20 16:34:15"
"68","corp-xb62-to-az-prod-pci-em-app-1","azure_pci_nonprod","NON-PCI;PCI","universal","Non-Pci-Zone","corp-xb62-10.98.123.65;corp-xb62-10.130.123.65","any","any","Pci-Zone","az-pci-em-app-gw-10.105.38.96_27","any","ssl","application-default","Allow","Profile Group: security-profile","Traffic log sent at session start, and at session end;Log Forwarding Profile setting: dotcom-qroc","any","Unused","0","-","2023-08-09 14:45:46","2022-05-20 16:34:15"
"69","corp-em-brk-to-az-prod-pci-em-app-1","azure_pci_nonprod","NON-PCI;PCI","universal","Non-Pci-Zone","corp-prod-em-brk-10.99.32.231;corp-prod-em-brk-10.99.147.0_24;corp-prod-em-brk-10.141.32.231;corp-prod-em-brk-10.141.147.0_24;corp-prod-em-brk-10.250.255.59;hht_10.141.130.60;hht_10.141.130.61","any","any","Pci-Zone","az-pci-em-app-gw-10.105.38.96_27","any","ssl","application-default","Allow","Profile Group: security-profile","Traffic log sent at session start, and at session end;Log Forwarding Profile setting: dotcom-qroc","any","Unused","0","-","2023-08-09 14:45:46","2022-05-20 16:34:15"
"70","ctx-to-az-prod-pci-ctrlm-1","azure_pci_nonprod","NON-PCI;PCI","universal","Non-Pci-Zone;Pci-Zone","dotenprlptlcme1;dotenprlptlcme2;sp-corp-citrix-10.141.24.10-240;sw-corp-citrix-10.99.24.10-240","any","any","Non-Pci-Zone;Pci-Zone","dotenprlptlcme1;dotenprlptlcme2;sp-corp-citrix-10.141.24.10-240;sw-corp-citrix-10.99.24.10-240","any","any","service-tcp-13075;service-tcp-20220-20244","Allow","Profile Group: security-profile","Traffic log sent at session start, and at session end;Log Forwarding Profile setting: dotcom-qroc","any","Unused","0","-","2023-08-09 14:45:46","2022-05-20 16:34:15"
"71","corp-ctx-cate-to-az-ft-1","azure_pci_nonprod","NON-PCI;PCI","universal","Non-Pci-Zone;Pci-Zone","dotenftlptlcmd1;dotenftlptlcmd2;MSHSRMNSUKC1581;MSHSRMNSUKC1587_10.96.139.22_32;MSHSRMNSUKC1588;sp-corp-citrix-10.141.24.10-240;sw-corp-citrix-10.99.24.10-240","any","any","Non-Pci-Zone;Pci-Zone","dotenftlptlcmd1;dotenftlptlcmd2;MSHSRMNSUKC1581;MSHSRMNSUKC1587_10.96.139.22_32;MSHSRMNSUKC1588;sp-corp-citrix-10.141.24.10-240;sw-corp-citrix-10.99.24.10-240","any","any","service-tcp-13075;service-tcp-20220-20244","Allow","Profile Group: security-profile","Traffic log sent at session start, and at session end;Log Forwarding Profile setting: dotcom-qroc","any","Partially Used","0","-","2024-05-02 17:41:09","2022-05-20 16:34:15"
"72","ctx-to-az-prod-pci-ctrlm-lc-1","azure_pci_nonprod","NON-PCI;PCI","universal","Non-Pci-Zone;Pci-Zone","dotenprlptlcmd1;dotenprlptlcmd2;sp-corp-citrix-10.141.24.10-240;sw-corp-citrix-10.99.24.10-240","any","any","Non-Pci-Zone;Pci-Zone","dotenprlptlcmd1;dotenprlptlcmd2;sp-corp-citrix-10.141.24.10-240;sw-corp-citrix-10.99.24.10-240","any","any","service-tcp-1521","Allow","Profile Group: security-profile","Traffic log sent at session start, and at session end;Log Forwarding Profile setting: dotcom-qroc","any","Unused","0","-","2023-08-09 14:45:46","2022-05-20 16:34:15"
"73","ctx-cate-to-az-ft-lcda-1","azure_pci_nonprod","NON-PCI;PCI","universal","Non-Pci-Zone;Pci-Zone","dotenftlptlcda1;dotenftlptlcda2;MSHSRMNSUKC1581;MSHSRMNSUKC1587_10.96.139.22_32;MSHSRMNSUKC1588","any","any","Non-Pci-Zone;Pci-Zone","dotenftlptlcda1;dotenftlptlcda2;MSHSRMNSUKC1581;MSHSRMNSUKC1587_10.96.139.22_32;MSHSRMNSUKC1588","any","any","service-tcp-1521","Allow","Profile Group: security-profile","Traffic log sent at session start, and at session end;Log Forwarding Profile setting: Loggin to Panorama","any","Unused","0","-","2024-05-02 18:01:59","2022-05-20 16:34:15"
"74","odc-mgt-ctx-to-az-wcs-1","azure_pci_nonprod","NON-PCI;PCI","universal","Non-Pci-Zone","sp-corp-citrix-10.141.24.10-240;sw-corp-citrix-10.99.24.10-240","any","any","Pci-Zone","az-pci-ft-stg-10.105.1.96_28;az-pci-pt-wcs-10.105.98.192_28;az-pci-wcs-auth-10.105.3.96_28","any","any","citrix-wcs-auth-services","Allow","Profile Group: security-profile","Traffic log sent at session start, and at session end;Log Forwarding Profile setting: dotcom-qroc","any","Partially Used","0","-","2023-08-09 14:45:46","2022-05-20 16:34:15"
"75","az-pci-to-npci-glster-1","azure_pci_nonprod","NON-PCI;PCI","universal","Non-Pci-Zone;Pci-Zone","az-pci-tools-vm-10.105.2.128_27;az-pci-vm-10.105.1.192_27;NonPCI-FT-.10.105.10.0_24;sit-npci-cint-10.105.62.0_24;sit-npci-pim-10.105.8.96_27;sit-npci-sea2-10.105.8.192_27;stg-npci-cint-10.105.118.0_24;stg-npci-pim-10.105.11.96_27;stg-npci-sea2-10.105.11.192_27","any","any","Non-Pci-Zone;Pci-Zone","az-pci-tools-vm-10.105.2.128_27;az-pci-vm-10.105.1.192_27;NonPCI-FT-.10.105.10.0_24;sit-npci-cint-10.105.62.0_24;sit-npci-pim-10.105.8.96_27;sit-npci-sea2-10.105.8.192_27;stg-npci-cint-10.105.118.0_24;stg-npci-pim-10.105.11.96_27;stg-npci-sea2-10.105.11.192_27","any","any","service-tcp-24007-24008;service-tcp-49150-49212","Allow","Profile Group: security-profile","Traffic log sent at session start, and at session end;Log Forwarding Profile setting: dotcom-qroc","any","Partially Used","0","-","2023-08-09 14:45:46","2022-05-20 16:34:15"
"76","Core-Infra-to-pci-bas-1","azure_pci_nonprod","NON-PCI;PCI","universal","Pci-Zone","pci-bas-10.105.4.4","any","any","Non-Pci-Zone","core-infra-ansb-10.105.68.9","any","any","application-default","Allow","Profile Group: security-profile","Traffic log sent at session end;Log Forwarding Profile setting: dotcom-qroc","any","Partially Used","0","-","2023-08-09 14:45:46","2022-05-20 16:34:15"
"77","inbound-akamai-to-wcs-prod-1","azure_pci_nonprod","NON-PCI;PCI","universal","Non-Pci-Zone","eun-core-prod-fw1-10.105.80.37;eun-core-prod-fw2-10.105.80.38;eun-dotcom-prod-northsouth-fw;eun-dotcom-np-gw-fw01-10.105.92.40;eun-dotcom-np-gw-fw01-10.105.92.41","any","any","Pci-Zone","any","any","any","service-tcp-26008-26020","Allow","Profile Group: security-profile","Traffic log sent at session start, and at session end;Log Forwarding Profile setting: dotcom-qroc","any","Unused","0","-","2023-08-09 14:45:46","2022-05-20 16:34:15"
"78","az-ft-pci-to-stp2-xi52-1","azure_pci_nonprod","NON-PCI;PCI","universal","Pci-Zone","pt-oms-10.105.97.0_25;sit-oms-app-10.105.2.64_27","any","any","Non-Pci-Zone","stp2-xi52-63.130.82.139;stp2-xi52-63.130.82.140","any","any","service-tcp-7041;service-tcp-8041","Allow","Profile Group: security-profile","Traffic log sent at session start, and at session end;Log Forwarding Profile setting: dotcom-qroc","any","Partially Used","0","-","2023-08-09 14:45:46","2022-05-20 16:34:15"
"79","az-ft-pci-to-stp2-xi52-prd-1","azure_pci_nonprod","NON-PCI;PCI","universal","Pci-Zone","az-pci-10.105.33.0_25","any","any","Non-Pci-Zone","stp2-xi52-prd-63.130.82.141","any","any","service-tcp-8041","Allow","Profile Group: security-profile","Traffic log sent at session start, and at session end;Log Forwarding Profile setting: dotcom-qroc","any","Unused","0","-","2023-08-09 14:45:46","2022-05-20 16:34:15"
"80","az-tools-pci-to-non-pci-1","azure_pci_nonprod","NON-PCI;PCI","universal","Pci-Zone","az-pci-10.105.35.0_28","any","any","Non-Pci-Zone","az-npci-bas-10.105.18.0_27","any","any","tcp-9100","Allow","Profile Group: security-profile","Traffic log sent at session start, and at session end;Log Forwarding Profile setting: dotcom-qroc","any","Unused","0","-","2023-08-09 14:45:46","2022-05-20 16:34:15"
"81","pim-sea2-cint-to-glstfs-pr-1","azure_pci_nonprod","NON-PCI;PCI","universal","Non-Pci-Zone;Pci-Zone","az-pci-10.105.38.64_27;az-prod-cint-10.105.63.0_24;dotcom-prod-eun-pimdb-10.105.16.80_28;dotcom-prod-eun-pimdb-10.105.16.128_28","any","any","Non-Pci-Zone;Pci-Zone","az-pci-10.105.38.64_27;az-prod-cint-10.105.63.0_24;dotcom-prod-eun-pimdb-10.105.16.80_28;dotcom-prod-eun-pimdb-10.105.16.128_28","any","any","service-tcp-24007-24008;service-tcp-49150-49212","Allow","Profile Group: security-profile","Traffic log sent at session start, and at session end;Log Forwarding Profile setting: dotcom-qroc","any","Unused","0","-","2023-08-09 14:45:46","2022-05-20 16:34:15"
"82","inbound-akamai-to-sit-1","azure_pci_nonprod","none","universal","Non-Pci-Zone","eun-core-gw-fw1-10.105.88.37;eun-core-gw-fw2-10.105.88.38;eun-dotcom-np-gw-fw01-10.105.92.40;eun-dotcom-np-gw-fw01-10.105.92.41","any","any","Pci-Zone","any","any","any","service-tcp-25030;service-tcp-25031","Allow","Profile Group: security-profile","Traffic log sent at session start, and at session end;Log Forwarding Profile setting: dotcom-qroc","any","Used","0","-","2023-08-09 14:45:46","2022-05-20 16:34:15"
"83","ctx-mq-to-az-prod-pci-mq-1","azure_pci_nonprod","NON-PCI;PCI","universal","Non-Pci-Zone","sp-corp-citrix-10.141.24.10-240;sw-corp-citrix-10.99.24.10-240","any","any","Pci-Zone","az-pci-10.105.32.0_26;az-pci-10.105.32.64_26","any","any","service-tcp-11501-11502;service-tcp-11511-11512;service-tcp-11521-11522;service-tcp-11531-11532;service-tcp-11541-11542;service-tcp-11551-11552;service-tcp-11561-11562","Allow","Profile Group: security-profile","Traffic log sent at session start, and at session end;Log Forwarding Profile setting: dotcom-qroc","any","Unused","0","-","2023-08-09 14:45:46","2022-05-20 16:34:15"
"84","corp-mns-to-az-oms-wcs-1","azure_pci_nonprod","PCI;NON-PCI","universal","Non-Pci-Zone","10-Net","any","any","Pci-Zone","azure-mns-oms-wcs-url;dotcom-k8s-net1-10.126.33.128_26;dotcom-k8s-net2-10.126.33.192_26;Hst-v2-np-oms-10.126.114.0_26;Hst-v2-np-oms-10.126.114.64_26","any","ssl","application-default","Allow","Profile Group: security-profile","Traffic log sent at session start, and at session end;Log Forwarding Profile setting: dotcom-qroc","any","Used","0","-","2023-08-09 14:45:46","2022-05-20 16:34:15"
"85","corp-mns-to-az-oms-wcs-ssh-1","azure_pci_nonprod","PCI;NON-PCI","universal","Non-Pci-Zone","10-Net","any","any","Pci-Zone","azure-mns-oms-wcs-ssh","any","ssh","application-default","Allow","Profile Group: security-profile","Traffic log sent at session start, and at session end;Log Forwarding Profile setting: dotcom-qroc","any","Used","0","-","2023-08-09 14:45:46","2022-05-20 16:34:15"
"86","nonpci_app_db_server_prometheus_to_prometheus-1","azure_pci_nonprod","PCI;NON-PCI","universal","Non-Pci-Zone;Pci-Zone","azure-oem-db1-10.105.16.71;azure-oem-db2-10.105.16.72;azure-pim- 10.105.16.84;azure-pim-10.105.16.85;azure-pim-db1-10.105.16.101;azure-pim-db2-10.105.16.102;azure-sea-db1-10.105.16.151;azure-sea-db1-10.105.16.152;azure-sea2-app-10.105.16.132;azure-sea2-app-10.105.16.133;Prometheus-Slave-10.105.35.4;Prometheus-Slave-10.105.35.5","any","any","Non-Pci-Zone;Pci-Zone","azure-oem-db1-10.105.16.71;azure-oem-db2-10.105.16.72;azure-pim- 10.105.16.84;azure-pim-10.105.16.85;azure-pim-db1-10.105.16.101;azure-pim-db2-10.105.16.102;azure-sea-db1-10.105.16.151;azure-sea-db1-10.105.16.152;azure-sea2-app-10.105.16.132;azure-sea2-app-10.105.16.133;Prometheus-Slave-10.105.35.4;Prometheus-Slave-10.105.35.5","any","any","tcp-9100","Allow","Profile Group: security-profile","Traffic log sent at session start, and at session end;Log Forwarding Profile setting: dotcom-qroc","any","Unused","0","-","2023-08-09 14:45:46","2022-05-20 16:34:15"
"87","az-pci-to-intrnt-access-1","azure_pci_nonprod","none","universal","Pci-Zone","azure-pci-subnet;dot-eun-nprod-em-oms-qmgr-10.126.96.160;dot-eun-nprod-em-wcs-qmgr-10.126.39.192_27;dot-eun-sipomr-cas-snet-10.126.98.192_27;dot-vnp-omr-sip-appgw01-10.126.120.128_28;dotcom-eun-dev-emapp-10.126.37.112_28;dotcom-eun-sit-emapp-10.126.96.128_28;dotcom-eun-sit-omr-sip-10.126.99.64_26;dotcom-eun-sit-omr-sip-10.126.99.192_28;dotcom-eun-sit-omr-sip-vnp-aks-10.126.120.0_25;dotcom-eun-vnp-emapp-10.126.96.192_28;dotcom-eun-vnp-sipcas-snet-10.126.121.0_24","any","any","Non-Pci-Zone","any","any","any","service-http;service-https;service-tcp-1688;service-tcp-12000;service-tcp-65503-65534;tcp-65200-65535","Allow","Profile Group: security-profile","Traffic log sent at session start, and at session end;Log Forwarding Profile setting: dotcom-qroc","any","Used","0","-","2024-07-23 10:34:28","2022-05-20 16:34:15"
"88","splunk_hf_to_sea2_db-1","azure_pci_nonprod","NON-PCI","universal","Non-Pci-Zone","splunk_hf-10.105.35.42","any","any","Pci-Zone","azure-sea-db1-10.105.16.151;azure-sea-db1-10.105.16.152","any","postgres","application-default","Allow","Profile Group: security-profile","Traffic log sent at session start, and at session end;Log Forwarding Profile setting: dotcom-qroc","any","Unused","0","-","2023-08-09 14:45:46","2022-05-20 16:34:15"
"89","Corp-mq-ctx-to-az-em-app2-1","azure_pci_nonprod","NON-PCI;PCI","universal","Non-Pci-Zone","sp-corp-citrix-10.141.24.10-240;sw-corp-citrix-10.99.24.10-240","any","any","Pci-Zone","az-pci-10.105.96.0_26;az-pci-tools-vm-10.105.0.0_27","any","any","service-tcp-11501-11502;service-tcp-11511-11512;service-tcp-11561-11562","Allow","Profile Group: security-profile","Traffic log sent at session start, and at session end;Log Forwarding Profile setting: dotcom-qroc","any","Partially Used","0","-","2023-08-09 14:45:46","2022-05-20 16:34:15"
"90","Corp-mq-ctx-to-az-em-app1-1","azure_pci_nonprod","NON-PCI;PCI","universal","Non-Pci-Zone","sp-corp-citrix-10.141.24.10-240;sw-corp-citrix-10.99.24.10-240","any","any","Pci-Zone","az-pci-10.105.96.64_26;az-pci-tools-vm-10.105.0.32_27;az-pci-tools-vm-10.105.2.32_27","any","any","service-tcp-11521-11522;service-tcp-11531-11532;service-tcp-11541-11542;service-tcp-11551-11552","Allow","Profile Group: security-profile","Traffic log sent at session start, and at session end;Log Forwarding Profile setting: dotcom-qroc","any","Used","0","-","2023-08-09 14:45:46","2022-05-20 16:34:15"
"91","mns-corp-to-az-splunk-prod-1","azure_pci_nonprod","NON-PCI;PCI","universal","Non-Pci-Zone","10-Net","any","any","Pci-Zone","az-splunk-10.105.35.116;az-splunk-10.105.35.123","any","ssl","application-default","Allow","Profile Group: security-profile","Traffic log sent at session start, and at session end;Log Forwarding Profile setting: dotcom-qroc","any","Unused","0","-","2023-08-09 14:45:46","2022-05-20 16:34:15"
"92","Corp-ctx-to-az-splunk-1","azure_pci_nonprod","NON-PCI;PCI","universal","Non-Pci-Zone","sp-corp-citrix-10.141.24.10-240;sw-corp-citrix-10.99.24.10-240","any","any","Pci-Zone","az-alert-mngr-10.105.35.122","any","any","service-http","Allow","Profile Group: security-profile","Traffic log sent at session end;Log Forwarding Profile setting: dotcom-qroc","any","Unused","0","-","2023-08-09 14:45:46","2022-05-20 16:34:15"
"93","Jenkins-ssh","azure_pci_nonprod","none","universal","Pci-Zone","az-pci-tools-vm-10.105.67.16_28","any","any","Non-Pci-Zone","az-np-pt-bastion-10.105.105.0_27;NonPCI-FT-.10.105.10.0_24;NonPCI-FT-10.105.8.0_21;NonPci-FT-10.105.8.0_24;NONPci-FT-10.105.13.0_24;NonPci-PT-10.105.104.0_24","any","ssh","application-default","Allow","none","Traffic log sent at session start, and at session end;Log Forwarding Profile setting: dotcom-qroc","any","Partially Used","0","-","2023-08-09 14:45:46","2022-05-20 16:34:15"
"94","az-sit-to-3rd-party-1","azure_pci_nonprod","PCI","universal","Pci-Zone","az-pci-tools-vm-10.105.2.0_27","any","any","Non-Pci-Zone","APIGEE-54.72.43.133;APIGEE-54.246.130.102","any","ssl","application-default","Allow","Profile Group: security-profile","Traffic log sent at session start, and at session end;Log Forwarding Profile setting: dotcom-qroc","any","Unused","0","-","2023-08-09 14:45:46","2022-05-20 16:34:15"
"95","experian-ip-access-nonprod","azure_pci_nonprod","PCI","universal","Pci-Zone","dotcom-sit-eun-em198-10.126.96.134;dotcom-sit-eun-em800-10.126.96.132","any","any","Non-Pci-Zone","experian-new-45.60.103.210;Host_45.60.31.210;Host_45.60.33.210;Host_45.60.35.210;Host_45.60.37.210;Host_45.60.39.210","any","any","service-https","Allow","Profile Group: security-profile","Traffic log sent at session start, and at session end;Log Forwarding Profile setting: Loggin to Panorama","any","Unused","0","-","2026-03-16 11:25:46","2026-03-16 10:59:03"
"96","experian-url-access-nonprod","azure_pci_nonprod","PCI","universal","Pci-Zone","dotcom-sit-eun-em198-10.126.96.134;dotcom-sit-eun-em800-10.126.96.132","any","any","Non-Pci-Zone","any","any","any","service-https","Allow","Profile Group: security-profile","Traffic log sent at session start, and at session end;Log Forwarding Profile setting: Loggin to Panorama","any","Unused","0","-","2026-03-16 11:25:46","2026-03-16 10:59:03"
"97","az-em-to-3rd-party-1","azure_pci_nonprod","PCI","universal","Pci-Zone","az-pci-10.105.96.0_26","any","any","Non-Pci-Zone","APIGEE-34.253.163.111","any","ssl","application-default","Allow","Profile Group: security-profile","Traffic log sent at session start, and at session end;Log Forwarding Profile setting: dotcom-qroc","any","Unused","0","-","2023-08-09 14:45:46","2022-05-20 16:34:15"
"98","satellite-communication","azure_pci_nonprod","none","universal","Non-Pci-Zone","Satellite-toos-10.105.17.0_24","any","any","Pci-Zone","Dotcom-FT-subnets","any","ssh","application-default","Allow","none","Traffic log sent at session end","any","Partially Used","0","-","2023-08-09 14:45:46","2022-05-20 16:34:15"
"99","outbound-ft-embr-3p-bing-1","azure_pci_nonprod","PCI;NON-PCI","universal","Pci-Zone","ft_embr_10.105.2.0_27","any","any","Non-Pci-Zone","Bing-40.67.255.106","any","any","service-http","Allow","Profile Group: security-profile","Traffic log sent at session start, and at session end;Log Forwarding Profile setting: dotcom-qroc","any","Unused","0","-","2023-08-09 14:45:46","2022-05-20 16:34:15"
"100","EM-Bkr-to-XB62_Loyalty-NP-az-1","azure_pci_nonprod","none","universal","Pci-Zone","az-pci-10.105.96.0_26;az-pci-tools-vm-10.105.0.0_27;ft_embr_10.105.2.0_27","any","any","Non-Pci-Zone","corp-xb62-10.130.150.21","any","any","service-tcp-6066;service-tcp-7066;service-tcp-8066","Allow","Profile Group: security-profile","Traffic log sent at session start, and at session end;Log Forwarding Profile setting: Loggin to Panorama","any","Partially Used","0","-","2023-08-09 14:45:46","2022-05-20 16:34:15"
"101","pci-to-non-pci-Jenkins-1","azure_pci_nonprod","NON-PCI;PCI","universal","Pci-Zone","az-pci-tools-vm-10.105.67.16_28","any","any","Non-Pci-Zone","Non PCI - SIT;non-pci-pt;non-pci-stg-grp","any","ssh","application-default","Allow","Profile Group: security-profile","Traffic log sent at session start, and at session end;Log Forwarding Profile setting: dotcom-qroc","any","Unused","0","-","2023-08-09 14:45:46","2022-05-20 16:34:15"
"102","ctx-to-az-endeca-np-pci","azure_pci_nonprod","none","universal","Non-Pci-Zone","sp-corp-citrix-10.141.24.10-240;sw-corp-citrix-10.99.24.10-240","any","any","Pci-Zone","az-non-prod-net-sit-wcs-auth-1;az-pci-ft-stg-10.105.1.96_28;az-prod-net-pt-WCS-gw-1","any","web-browsing","application-default","Allow","Profile Group: security-profile","Traffic log sent at session start, and at session end;Log Forwarding Profile setting: Loggin to Panorama","any","Used","1","1471","2023-08-09 14:45:46","2022-05-20 16:34:15"
"103","TestRule","azure_pci_nonprod","NON-PCI;PCI","universal","Non-Pci-Zone","core-infra-ansb-10.105.68.9","any","any","Pci-Zone","any","any","icmp;ping;traceroute","application-default","Allow","Profile Group: security-profile","Traffic log sent at session end;Log Forwarding Profile setting: dotcom-qroc","any","Partially Used","0","-","2023-08-09 14:45:46","2022-05-20 16:34:15"
"104","az-pci-apps-to-non-pci-apps01","azure_pci_nonprod","none","universal","Pci-Zone","embroker_10.105.15.0_28","any","any","Non-Pci-Zone","pim_gtw_10.105.13.160_27","any","ssl","application-default","Allow","Profile Group: security-profile","Traffic log sent at session start, and at session end;Log Forwarding Profile setting: Loggin to Panorama","any","Unused","0","-","2023-08-09 14:45:46","2022-05-20 16:34:15"
"105","az-pci-apps-to-non-pci-apps02","azure_pci_nonprod","none","universal","Pci-Zone","glusterfs_dr_10.105.15.96_27","any","any","Non-Pci-Zone","pim_10.105.13.96_27","any","any","service-tcp-24007-24008;service-tcp-49150-49212","Allow","Profile Group: security-profile","Traffic log sent at session start, and at session end;Log Forwarding Profile setting: Loggin to Panorama","any","Unused","0","-","2023-08-09 14:45:46","2022-05-20 16:34:15"
